date,product_id,quantity,price
2024-01-01,6012,2,182.25
2024-01-02,1944,17,167.32
2024-01-03,5289,10,972.84
2024-01-04,1154,10,635.44
2024-01-05,2933,15,744.54
2024-01-06,1767,6,171.32
2024-01-07,3370,14,900.64
2024-01-08,2655,5,256.99
2024-01-09,2235,5,407.47
2024-01-10,5003,3,706.25
2024-01-11,8960,2,627.17
2024-01-12,9953,5,374.75
2024-01-13,3934,12,426.2
2024-01-14,5651,8,210.92
2024-01-15,1432,14,851.5
2024-01-16,6777,16,299.18
2024-01-17,8734,13,317.57
2024-01-18,2130,7,769.66
2024-01-19,8409,1,943.35
2024-01-20,2443,16,148.9
