date,product_id,quantity,price
2024-01-01,7452,8,539.92
2024-01-02,3135,15,461.79
2024-01-03,9093,9,812.99
2024-01-04,5147,16,429.9
2024-01-05,9589,15,184.64
2024-01-06,3491,19,741.27
2024-01-07,8228,19,815.19
2024-01-08,8584,1,897.99
2024-01-09,3245,7,226.14
2024-01-10,2566,2,963.83
2024-01-11,2488,12,766.56
2024-01-12,2311,6,120.83
2024-01-13,9554,8,125.0
2024-01-14,6969,2,840.17
2024-01-15,7105,11,931.85
2024-01-16,7578,17,359.26
2024-01-17,6849,12,613.72
2024-01-18,6762,17,147.58
2024-01-19,6236,4,909.13
2024-01-20,6548,6,662.27
2024-01-21,3056,14,373.52
2024-01-22,8078,11,518.93
2024-01-23,5455,3,356.51
2024-01-24,8749,10,239.12
2024-01-25,8333,19,951.11
2024-01-26,2931,2,606.72
2024-01-27,4410,18,110.8
2024-01-28,8772,1,385.41
2024-01-29,6897,19,524.88
2024-01-30,3602,19,484.96
2024-01-31,1601,2,399.02
2024-02-01,5699,6,527.82
2024-02-02,6645,10,814.67
2024-02-03,4019,6,918.61
2024-02-04,2804,11,774.61
2024-02-05,3161,1,510.44
2024-02-06,7488,6,538.6
2024-02-07,9504,13,548.33
2024-02-08,8095,7,410.27
2024-02-09,4943,10,876.18
2024-02-10,2539,16,551.21
2024-02-11,5843,17,894.61
2024-02-12,4773,11,653.32
2024-02-13,4985,13,517.53
2024-02-14,4118,19,543.97
2024-02-15,2112,12,426.61
2024-02-16,6470,11,499.34
2024-02-17,7786,18,513.22
2024-02-18,3667,19,836.05
2024-02-19,4613,13,639.9
2024-02-20,2237,4,586.8
2024-02-21,2786,14,950.75
2024-02-22,1399,11,326.07
2024-02-23,7142,14,738.89
2024-02-24,8485,15,715.1
2024-02-25,2546,6,213.52
2024-02-26,1258,8,388.21
2024-02-27,6725,8,862.3
2024-02-28,2154,9,364.96
2024-02-29,7137,10,651.04
2024-03-01,7114,2,759.09
2024-03-02,5333,12,840.06
2024-03-03,6031,10,710.97
2024-03-04,9507,8,124.54
2024-03-05,9865,14,162.57
2024-03-06,5983,3,716.06
2024-03-07,6647,17,528.65
2024-03-08,6168,7,245.25
2024-03-09,1553,11,228.81
2024-03-10,8510,3,277.63
2024-03-11,5275,11,587.75
2024-03-12,1842,12,303.12
2024-03-13,6860,1,822.47
2024-03-14,5925,10,469.87
2024-03-15,8681,8,703.33
2024-03-16,7550,7,462.73
2024-03-17,4404,5,479.18
2024-03-18,7035,11,954.37
2024-03-19,8461,16,698.13
2024-03-20,9463,1,772.19
2024-03-21,1588,19,399.65
2024-03-22,2804,12,165.27
2024-03-23,1310,3,405.95
2024-03-24,5286,10,407.54
2024-03-25,3280,9,349.02
2024-03-26,2370,12,918.95
2024-03-27,3833,6,384.75
2024-03-28,6476,15,461.87
2024-03-29,8889,14,255.91
2024-03-30,6017,11,597.69
2024-03-31,8845,2,249.91
2024-04-01,9213,16,500.98
2024-04-02,1922,14,572.61
2024-04-03,7120,14,264.74
2024-04-04,9631,20,367.34
2024-04-05,4790,6,267.59
2024-04-06,6135,6,959.93
2024-04-07,2645,8,943.8
2024-04-08,8910,15,420.85
2024-04-09,5693,11,936.16
2024-04-10,7344,17,907.3
2024-04-11,1439,5,719.15
2024-04-12,4942,5,327.17
2024-04-13,2851,9,537.67
2024-04-14,3635,9,170.67
2024-04-15,3574,1,287.04
2024-04-16,1672,19,709.24
2024-04-17,6032,15,696.33
2024-04-18,7721,7,806.19
2024-04-19,4219,19,930.5
2024-04-20,3647,3,263.8
2024-04-21,8085,11,695.83
2024-04-22,4874,18,641.29
2024-04-23,5289,6,677.4
2024-04-24,2706,16,568.01
2024-04-25,4527,15,852.37
2024-04-26,5316,9,318.98
2024-04-27,8815,3,498.09
2024-04-28,1793,8,150.6
2024-04-29,7349,10,445.75
2024-04-30,4069,6,507.73
2024-05-01,9277,7,706.63
2024-05-02,6689,4,396.05
2024-05-03,9325,19,291.97
2024-05-04,4873,15,872.62
2024-05-05,4612,18,567.51
2024-05-06,6021,10,733.22
2024-05-07,9679,1,324.2
2024-05-08,4401,1,759.91
2024-05-09,9155,10,587.01
2024-05-10,2700,2,586.42
2024-05-11,3169,10,383.07
2024-05-12,7543,2,137.51
2024-05-13,5939,12,316.94
2024-05-14,3770,1,457.36
2024-05-15,4874,13,751.65
2024-05-16,2694,14,238.4
2024-05-17,6101,18,892.53
2024-05-18,7916,14,191.55
2024-05-19,9731,8,712.71
2024-05-20,7730,13,441.99
2024-05-21,9926,8,507.13
2024-05-22,9331,18,679.63
2024-05-23,4615,5,712.07
2024-05-24,6978,4,161.71
2024-05-25,9267,8,369.62
2024-05-26,9984,16,171.82
2024-05-27,9247,14,630.38
2024-05-28,2079,19,627.63
2024-05-29,4729,15,215.23
2024-05-30,2551,14,294.97
2024-05-31,3325,4,585.43
2024-06-01,4645,1,146.96
2024-06-02,7768,7,199.3
2024-06-03,8128,7,430.57
2024-06-04,3049,6,194.08
2024-06-05,7898,4,313.99
2024-06-06,4024,20,890.02
2024-06-07,5047,8,924.11
2024-06-08,3798,6,576.96
2024-06-09,5307,19,191.59
2024-06-10,4691,13,833.25
2024-06-11,9091,5,226.02
2024-06-12,1098,10,604.35
2024-06-13,3447,9,594.87
2024-06-14,1578,2,328.06
2024-06-15,5403,12,205.23
2024-06-16,8942,11,106.96
2024-06-17,6876,18,644.98
2024-06-18,2357,5,490.4
2024-06-19,2017,10,832.9
2024-06-20,7846,8,799.34
2024-06-21,7965,16,715.76
2024-06-22,9901,3,206.0
2024-06-23,4580,12,380.3
2024-06-24,4774,8,418.48
2024-06-25,7560,17,751.44
2024-06-26,4422,12,196.9
2024-06-27,3177,2,405.42
2024-06-28,5055,11,489.68
2024-06-29,6077,12,353.74
2024-06-30,7038,8,665.04
2024-07-01,7789,12,863.95
2024-07-02,6740,18,817.62
2024-07-03,2102,4,277.89
2024-07-04,2889,15,842.6
2024-07-05,2871,17,502.39
2024-07-06,3844,1,739.54
2024-07-07,7430,15,307.15
2024-07-08,3897,10,795.36
2024-07-09,2806,20,693.3
2024-07-10,2703,6,854.08
2024-07-11,5692,20,123.31
2024-07-12,9324,2,378.86
2024-07-13,2038,5,506.7
2024-07-14,3041,4,934.58
2024-07-15,2370,7,738.82
2024-07-16,7229,5,304.03
2024-07-17,6572,4,831.88
2024-07-18,9862,18,137.93
2024-07-19,5484,9,647.28
2024-07-20,2772,7,516.27
2024-07-21,3162,4,794.5
2024-07-22,8599,19,374.64
2024-07-23,4144,10,853.2
2024-07-24,4499,4,377.75
2024-07-25,4790,19,388.14
2024-07-26,3761,15,900.95
2024-07-27,6975,7,617.96
2024-07-28,8473,1,896.38
2024-07-29,2572,8,664.7
2024-07-30,8945,5,576.73
2024-07-31,8264,8,618.81
2024-08-01,8631,4,350.87
2024-08-02,9665,20,372.6
2024-08-03,5653,7,432.89
2024-08-04,7612,17,607.85
2024-08-05,7621,4,816.67
2024-08-06,4875,8,735.82
2024-08-07,4517,17,873.65
